partner_iso,sector,period,val_usd,mass_kg,china_share_2024,china_share_2022,trade_value_m_usd,net_mass_mt,post
IND,8514,202408,736605.0,200445.047,0.06629042900298629,0.07550908586502081,0.736605,200.445047,0
IND,8514,202409,1405955.0,374916.32,0.06629042900298629,0.07550908586502081,1.405955,374.91632,0
IND,8514,202410,472548.0,27405.176,0.06629042900298629,0.07550908586502081,0.472548,27.405176,0
IND,8514,202411,3584882.0,870557.426,0.06629042900298629,0.07550908586502081,3.584882,870.557426,0
IND,8514,202412,3445419.0,686903.942,0.06629042900298629,0.07550908586502081,3.445419,686.903942,0
IND,8514,202501,2224334.0,253724.703,0.06629042900298629,0.07550908586502081,2.224334,253.724703,0
IND,8514,202502,915228.0,50715.0,0.06629042900298629,0.07550908586502081,0.915228,50.715,0
IND,8514,202503,996952.0,94466.005,0.06629042900298629,0.07550908586502081,0.996952,94.46600500000001,0
IND,8514,202504,470728.0,22188.018,0.06629042900298629,0.07550908586502081,0.470728,22.188018,1
IND,8514,202505,953353.0,61758.038,0.06629042900298629,0.07550908586502081,0.953353,61.758038,1
IND,8514,202506,339055.0,5792.021,0.06629042900298629,0.07550908586502081,0.339055,5.792021,1
IND,8514,202507,1423478.0,214512.291,0.06629042900298629,0.07550908586502081,1.423478,214.512291,1
IND,8514,202508,1559356.0,240486.891,0.06629042900298629,0.07550908586502081,1.559356,240.486891,1
IND,8514,202509,1177697.0,92014.883,0.06629042900298629,0.07550908586502081,1.177697,92.014883,1
IND,8514,202510,1541675.0,357596.204,0.06629042900298629,0.07550908586502081,1.541675,357.596204,1
IND,8514,202511,955001.0,65466.074,0.06629042900298629,0.07550908586502081,0.955001,65.466074,1
IND,8514,202512,780989.0,274194.131,0.06629042900298629,0.07550908586502081,0.780989,274.19413099999997,1
IND,8515,202301,2224140.0,39738.904,0.10060873341016248,0.10143691936940927,2.22414,39.738904000000005,0
IND,8515,202302,1340978.0,22339.989,0.10060873341016248,0.10143691936940927,1.340978,22.339989000000003,0
