partner_iso,partner_name,partner_id,period,period_id,year,month,cmd_code,post,treated,treat_post,trade_value_m_usd,trade_value_usd,net_mass_kg,net_mass_mt,unit_value_usd_per_kg,density_kg_per_m_usd,log_value,log_density
KOR,South Korea,5,202511,35,2025,11,8517,1,0,0,35.8127,35812744.0,96314.699,96.3147,371.8305,2689.4007,3.578302579101598,7.8970736596708395
KOR,South Korea,5,202512,36,2025,12,8517,1,0,0,44.5992,44599214.0,110382.569,110.3826,404.0422,2474.9899,3.7977159216454135,7.813991594186383
MEX,Mexico,6,202301,1,2023,1,8517,0,0,0,875.8586,875858629.0,4444147.41,4444.1474,197.0814,5074.0467,6.775204662382389,8.531893943900869
MEX,Mexico,6,202302,2,2023,2,8517,0,0,0,835.4449,835444902.0,4889035.034,4889.035,170.8813,5852.0137,6.727964397326936,8.674541103217248
MEX,Mexico,6,202303,3,2023,3,8517,0,0,0,1025.0034,1025003372.0,5177378.457,5177.3785,197.9773,5051.0842,6.9324512086401775,8.527358192295454
MEX,Mexico,6,202304,4,2023,4,8517,0,0,0,893.0355,893035484.0,4622578.592,4622.5786,193.1899,5176.254,6.794626333725762,8.55183690761968
MEX,Mexico,6,202305,5,2023,5,8517,0,0,0,932.7729,932772861.0,4813085.257,4813.0853,193.7994,5159.9754,6.838161762858593,8.548687091022384
MEX,Mexico,6,202306,6,2023,6,8517,0,0,0,980.3527,980352674.0,5092855.191,5092.8552,192.4957,5194.9214,6.887912404876065,8.555436773486242
MEX,Mexico,6,202307,7,2023,7,8517,0,0,0,795.6415,795641481.0,3903294.458,3903.2945,203.8384,4905.8457,6.67914870750983,8.49818277303969
MEX,Mexico,6,202308,8,2023,8,8517,0,0,0,900.0744,900074404.0,4305380.431,4305.3804,209.058,4783.3606,6.802477426574277,8.472898632851843
MEX,Mexico,6,202309,9,2023,9,8517,0,0,0,768.1812,768181159.0,3554735.239,3554.7352,216.1008,4627.4697,6.644025642818797,8.439765496614221
MEX,Mexico,6,202310,10,2023,10,8517,0,0,0,829.5533,829553256.0,3419300.052,3419.3001,242.6091,4121.857,6.720887363141846,8.32405906895149
MEX,Mexico,6,202311,11,2023,11,8517,0,0,0,793.6319,793631875.0,3506023.607,3506.0236,226.3624,4417.6949,6.676619751735383,8.393373323197956
MEX,Mexico,6,202312,12,2023,12,8517,0,0,0,731.1646,731164631.0,3494636.45,3494.6364,209.2248,4779.5482,6.594638605401226,8.472101302189865
MEX,Mexico,6,202401,13,2024,1,8517,0,0,0,745.7864,745786420.0,3523656.246,3523.6562,211.6513,4724.7526,6.614439232126589,8.46057047876866
MEX,Mexico,6,202402,14,2024,2,8517,0,0,0,724.5579,724557928.0,3631420.052,3631.4201,199.5247,5011.9115,6.585561675751794,8.519572658238353
MEX,Mexico,6,202403,15,2024,3,8517,0,0,0,730.9533,730953322.0,3838492.332,3838.4923,190.4272,5251.351,6.5943495726201204,8.56624065581446
MEX,Mexico,6,202404,16,2024,4,8517,0,0,0,772.3909,772390940.0,3788224.932,3788.2249,203.8926,4904.5437,6.649490769024574,8.497917340149199
MEX,Mexico,6,202405,17,2024,5,8517,0,0,0,806.0526,806052620.0,4175651.58,4175.6516,193.0364,5180.3711,6.692149000923157,8.552631973614082
MEX,Mexico,6,202406,18,2024,6,8517,0,0,0,903.004,903003973.0,4129815.569,4129.8156,218.6548,4573.4189,6.805726983086022,8.428016322349274
MEX,Mexico,6,202407,19,2024,7,8517,0,0,0,941.6566,941656585.0,4554295.323,4554.2953,206.7623,4836.4715,6.847640664589804,8.483940704914245
MEX,Mexico,6,202408,20,2024,8,8517,0,0,0,1018.5656,1018565592.0,5078765.723,5078.7657,200.5538,4986.194,6.926150642036515,8.514428172271616
MEX,Mexico,6,202409,21,2024,9,8517,0,0,0,1075.3711,1075371071.0,5295054.289,5295.0543,203.0897,4923.9321,6.980421090293067,8.501862697607317
MEX,Mexico,6,202410,22,2024,10,8517,0,0,0,1020.006,1020006016.0,4908506.331,4908.5063,207.8037,4812.2328,6.927563788613957,8.47891645497671
MEX,Mexico,6,202411,23,2024,11,8517,0,0,0,897.6455,897645504.0,4568833.982,4568.834,196.4715,5089.7977,6.799775224214538,8.534993364157481
MEX,Mexico,6,202412,24,2024,12,8517,0,0,0,951.6496,951649553.0,4508606.436,4508.6064,211.074,4737.6749,6.858196899811107,8.463301766915027
MEX,Mexico,6,202501,25,2025,1,8517,0,0,0,940.1406,940140571.0,4344690.539,4344.6905,216.3884,4621.32,6.8460294385469895,8.438435657552946
MEX,Mexico,6,202502,26,2025,2,8517,0,0,0,955.3401,955340058.0,4808720.548,4808.7205,198.6682,5033.5169,6.862067402737491,8.52387420366856
MEX,Mexico,6,202503,27,2025,3,8517,0,0,0,1004.2377,1004237666.0,5135272.113,5135.2721,195.5569,5113.6022,6.911984025218157,8.53965936635709
MEX,Mexico,6,202504,28,2025,4,8517,1,0,0,911.9995,911999489.0,4733633.297,4733.6333,192.6637,5190.3902,6.8156394418285675,8.554564156378147
MEX,Mexico,6,202505,29,2025,5,8517,1,0,0,997.1344,997134442.0,5431118.877,5431.1189,183.5965,5446.727,6.90488556528978,8.602770156795916
MEX,Mexico,6,202506,30,2025,6,8517,1,0,0,1045.0019,1045001856.0,6641802.425,6641.8024,157.3371,6355.7802,6.951773982579077,8.757119945560856
MEX,Mexico,6,202507,31,2025,7,8517,1,0,0,1216.6615,1216661456.0,3593590.274,3593.5903,338.5643,2953.6484,7.1038659113240685,7.990796430956503
MEX,Mexico,6,202508,32,2025,8,8517,1,0,0,1093.2946,1093294647.0,3369686.776,3369.6868,324.4499,3082.1398,6.9969509852532665,8.033379375007064
MEX,Mexico,6,202509,33,2025,9,8517,1,0,0,1128.1028,1128102849.0,3473890.791,3473.8908,324.7376,3079.4098,7.028292562657258,8.032493234228891
MEX,Mexico,6,202510,34,2025,10,8517,1,0,0,1262.634,1262633997.0,3877823.448,3877.8234,325.6038,3071.2174,7.140955294131072,8.02982930920844
MEX,Mexico,6,202511,35,2025,11,8517,1,0,0,1106.2673,1106267275.0,3411769.625,3411.7696,324.2503,3084.0373,7.00874683461794,8.033994829292311
MEX,Mexico,6,202512,36,2025,12,8517,1,0,0,1524.7993,1524799293.0,4653705.148,4653.7051,327.6528,3052.0116,7.329618073823232,8.023556193183493
MYS,Malaysia,7,202301,1,2023,1,8517,0,0,0,287.4286,287428612.0,970105.012,970.105,296.2861,3375.1165,5.66097448156789,8.124185121229399
MYS,Malaysia,7,202302,2,2023,2,8517,0,0,0,318.4872,318487239.0,1151066.153,1151.0662,276.6889,3614.1677,5.763582285821598,8.192616872953291
MYS,Malaysia,7,202303,3,2023,3,8517,0,0,0,402.789,402788968.0,1147864.256,1147.8643,350.903,2849.7905,5.998412851633381,7.955000761788864
MYS,Malaysia,7,202304,4,2023,4,8517,0,0,0,275.211,275210998.0,927237.453,927.2375,296.8075,3369.1875,5.617538076190605,8.122426896354781
MYS,Malaysia,7,202305,5,2023,5,8517,0,0,0,323.4599,323459947.0,1215933.347,1215.9333,266.0178,3759.1471,5.779075149534347,8.231947375546584
MYS,Malaysia,7,202306,6,2023,6,8517,0,0,0,336.8815,336881455.0,882548.988,882.549,381.7142,2619.7609,5.819731236467839,7.870838333048752
MYS,Malaysia,7,202307,7,2023,7,8517,0,0,0,292.2808,292280788.0,738791.922,738.7919,395.6199,2527.6786,5.677714984020681,7.835056611108323
MYS,Malaysia,7,202308,8,2023,8,8517,0,0,0,317.06,317060020.0,941235.006,941.235,336.8553,2968.6337,5.759091030415082,7.995857092278759
MYS,Malaysia,7,202309,9,2023,9,8517,0,0,0,256.7033,256703334.0,695600.448,695.6004,369.0385,2709.7449,5.547920943267779,7.904609776601644
MYS,Malaysia,7,202310,10,2023,10,8517,0,0,0,243.5491,243549086.0,669273.259,669.2733,363.9008,2748.0014,5.495318564905958,7.918629162803537
MYS,Malaysia,7,202311,11,2023,11,8517,0,0,0,243.79,243790038.0,671938.672,671.9387,362.8159,2756.2192,5.496307198978706,7.921615164529546
MYS,Malaysia,7,202312,12,2023,12,8517,0,0,0,333.0219,333021888.0,914675.508,914.6755,364.0875,2746.5927,5.808208253583737,7.9181164042611485
MYS,Malaysia,7,202401,13,2024,1,8517,0,0,0,279.1231,279123115.0,711090.425,711.0904,392.5283,2547.5872,5.631652903151037,7.842901994147958
MYS,Malaysia,7,202402,14,2024,2,8517,0,0,0,284.8521,284852114.0,807780.75,807.7808,352.6354,2835.79,5.65197009820044,7.950075836955467
MYS,Malaysia,7,202403,15,2024,3,8517,0,0,0,341.9128,341912789.0,770821.133,770.8211,443.5696,2254.4378,5.834555733791801,7.720655908214636
MYS,Malaysia,7,202404,16,2024,4,8517,0,0,0,404.6355,404635499.0,787673.0,787.673,513.71,1946.6236,6.002986661863375,7.5738516636217685
MYS,Malaysia,7,202405,17,2024,5,8517,0,0,0,357.4277,357427731.0,866722.203,866.7222,412.3902,2424.8882,5.878933103919011,7.793540699216019
MYS,Malaysia,7,202406,18,2024,6,8517,0,0,0,364.0677,364067705.0,814760.885,814.7609,446.8399,2237.9378,5.897339839353918,7.713310095813618
MYS,Malaysia,7,202407,19,2024,7,8517,0,0,0,342.2963,342296331.0,724292.769,724.2928,472.5939,2115.9819,5.835676736246051,7.6572742390663695
MYS,Malaysia,7,202408,20,2024,8,8517,0,0,0,375.3623,375362263.0,1102246.401,1102.2464,340.543,2936.4867,5.927891692897318,7.984969145750887
MYS,Malaysia,7,202409,21,2024,9,8517,0,0,0,409.5985,409598496.0,1009159.6,1009.1596,405.8808,2463.7776,6.015177411609217,7.809451060839495
MYS,Malaysia,7,202410,22,2024,10,8517,0,0,0,506.2948,506294819.0,955964.335,955.9643,529.6168,1888.1575,6.227119108332562,7.5433567648362265
MYS,Malaysia,7,202411,23,2024,11,8517,0,0,0,427.2956,427295600.0,1128244.897,1128.2449,378.7259,2640.4318,6.057476045381891,7.878697743371845
MYS,Malaysia,7,202412,24,2024,12,8517,0,0,0,489.6676,489667607.0,1152640.251,1152.6403,424.8226,2353.9239,6.193726793562495,7.763838959345241
MYS,Malaysia,7,202501,25,2025,1,8517,0,0,0,530.744,530743993.0,1125832.562,1125.8326,471.4236,2121.2346,6.274279795762047,7.659753556651723
MYS,Malaysia,7,202502,26,2025,2,8517,0,0,0,428.8292,428829202.0,1027781.017,1027.781,417.2379,2396.7142,6.061058704453021,7.781853994951839
MYS,Malaysia,7,202503,27,2025,3,8517,0,0,0,617.4893,617489317.0,1267695.947,1267.6959,487.0958,2052.9845,6.425661740416779,7.627049867063497
MYS,Malaysia,7,202504,28,2025,4,8517,1,0,0,608.8253,608825310.0,976995.988,976.996,623.1605,1604.723,6.411531362845631,7.380706434999714
MYS,Malaysia,7,202505,29,2025,5,8517,1,0,0,574.3966,574396581.0,1254263.145,1254.2631,457.9554,2183.6187,6.35332009849644,7.688738733710464
MYS,Malaysia,7,202506,30,2025,6,8517,1,0,0,645.6839,645683857.0,11914317.612,11914.3176,54.1939,18452.2451,6.4703100651416,9.822941327702432
MYS,Malaysia,7,202507,31,2025,7,8517,1,0,0,703.1262,703126184.0,1923039.549,1923.0395,365.6327,2734.9849,6.555536392057995,7.913881193817074
MYS,Malaysia,7,202508,32,2025,8,8517,1,0,0,500.522,500521990.0,1438463.425,1438.4634,347.956,2873.9265,6.215651553833193,7.963434492199212
MYS,Malaysia,7,202509,33,2025,9,8517,1,0,0,572.4201,572420096.0,1649157.179,1649.1572,347.0986,2881.026,6.349873162369751,7.965901759688028
MYS,Malaysia,7,202510,34,2025,10,8517,1,0,0,606.9896,606989648.0,1748852.153,1748.8522,347.0789,2881.1896,6.408511657469556,7.965958543401585
MYS,Malaysia,7,202511,35,2025,11,8517,1,0,0,565.8647,565864706.0,1648161.089,1648.1611,343.3309,2912.6416,6.338355003690753,7.9768157147178895
MYS,Malaysia,7,202512,36,2025,12,8517,1,0,0,717.0307,717030696.0,2079211.942,2079.2119,344.857,2899.753,6.575118656977268,7.972380839933396
PHL,Philippines,8,202301,1,2023,1,8517,0,0,0,59.3172,59317210.0,343716.387,343.7164,172.576,5794.5484,4.082899314537359,8.664672823487857
PHL,Philippines,8,202302,2,2023,2,8517,0,0,0,55.6091,55609071.0,310331.817,310.3318,179.1923,5580.5941,4.018346856928964,8.627050519241928
PHL,Philippines,8,202303,3,2023,3,8517,0,0,0,81.2121,81212132.0,489332.655,489.3327,165.9651,6025.3664,4.397064250844358,8.703733569787811
PHL,Philippines,8,202304,4,2023,4,8517,0,0,0,62.4167,62416680.0,347709.985,347.71,179.5079,5570.7845,4.13383286777447,8.625291166809877
PHL,Philippines,8,202305,5,2023,5,8517,0,0,0,66.6794,66679364.0,397754.536,397.7545,167.6395,5965.1787,4.199896059641749,8.693694292172134
PHL,Philippines,8,202306,6,2023,6,8517,0,0,0,67.561,67561027.0,353850.366,353.8504,190.9311,5237.4945,4.213030893487842,8.56359851411051
PHL,Philippines,8,202307,7,2023,7,8517,0,0,0,62.7306,62730637.0,300993.008,300.993,208.4123,4798.1847,4.13884936686444,8.475992937865055
PHL,Philippines,8,202308,8,2023,8,8517,0,0,0,52.817,52817010.0,260480.846,260.4808,202.7673,4931.7615,3.9668331085880655,8.503451505450732
PHL,Philippines,8,202309,9,2023,9,8517,0,0,0,51.5624,51562374.0,283498.572,283.4986,181.8788,5498.1648,3.9427927246990797,8.612169642812159
PHL,Philippines,8,202310,10,2023,10,8517,0,0,0,77.235,77235002.0,381262.291,381.2623,202.5771,4936.3927,4.346852722166214,8.504390120767466
PHL,Philippines,8,202311,11,2023,11,8517,0,0,0,80.8066,80806624.0,406061.638,406.0616,199.0009,5025.1049,4.392058645359478,8.522201608331274
PHL,Philippines,8,202312,12,2023,12,8517,0,0,0,51.212,51212016.0,347378.155,347.3782,147.4244,6783.1398,3.9359738795839325,8.822195371083092
PHL,Philippines,8,202401,13,2024,1,8517,0,0,0,50.325,50324954.0,267755.099,267.7551,187.9514,5320.5186,3.9185019715258553,8.579326058787714
PHL,Philippines,8,202402,14,2024,2,8517,0,0,0,42.6086,42608577.0,219636.972,219.637,193.9955,5154.7568,3.752056110834989,8.547675217840592
PHL,Philippines,8,202403,15,2024,3,8517,0,0,0,78.1484,78148351.0,381833.653,381.8337,204.666,4886.0073,4.358609583209405,8.494130745881245
PHL,Philippines,8,202404,16,2024,4,8517,0,0,0,65.5585,65558521.0,263261.424,263.2614,249.0244,4015.6719,4.182942873809123,8.297959959826914
PHL,Philippines,8,202405,17,2024,5,8517,0,0,0,33.9274,33927426.0,132140.264,132.1403,256.7531,3894.7949,3.524222947507546,8.267396299665519
PHL,Philippines,8,202406,18,2024,6,8517,0,0,0,60.9534,60953441.0,279819.958,279.82,217.8309,4590.7194,4.110109637800483,8.431792022799554
PHL,Philippines,8,202407,19,2024,7,8517,0,0,0,58.9865,58986463.0,405238.109,405.2381,145.56,6870.0145,4.077308604164581,8.834921495840078
PHL,Philippines,8,202408,20,2024,8,8517,0,0,0,59.5591,59559127.0,328366.282,328.3663,181.3802,5513.2848,4.086969096889013,8.614915876968771
PHL,Philippines,8,202409,21,2024,9,8517,0,0,0,70.5386,70538642.0,375992.032,375.992,187.6067,5330.3019,4.256160077715575,8.581163157206845
PHL,Philippines,8,202410,22,2024,10,8517,0,0,0,47.2749,47274925.0,246266.35,246.2664,191.9666,5209.2411,3.855979499259365,8.558189461949546
PHL,Philippines,8,202411,23,2024,11,8517,0,0,0,72.3138,72313823.0,359822.128,359.8221,200.971,4975.8432,4.281014982320391,8.512350122668506
PHL,Philippines,8,202412,24,2024,12,8517,0,0,0,63.4062,63406208.0,251206.379,251.2064,252.4068,3961.8583,4.149561648459981,8.28446846185365
PHL,Philippines,8,202501,25,2025,1,8517,0,0,0,35.7842,35784206.0,184689.501,184.6895,193.7533,5161.2025,3.577506455205024,8.54892487396105
PHL,Philippines,8,202502,26,2025,2,8517,0,0,0,44.1574,44157352.0,271936.149,271.9361,162.3813,6158.337,3.7877605234239384,8.725562052547303
PHL,Philippines,8,202503,27,2025,3,8517,0,0,0,66.6653,66665274.0,302497.122,302.4971,220.3832,4537.5498,4.1996845776697995,8.42014245371949
PHL,Philippines,8,202504,28,2025,4,8517,1,0,0,69.7397,69739678.0,368808.688,368.8087,189.0945,5288.3607,4.244769739546254,8.573263590249129
PHL,Philippines,8,202505,29,2025,5,8517,1,0,0,96.7042,96704170.0,306802.65,306.8027,315.1999,3172.5887,4.571656834814912,8.06230315822055
PHL,Philippines,8,202506,30,2025,6,8517,1,0,0,111.1283,111128313.0,640262.436,640.2624,173.5668,5761.4706,4.710685389681107,8.658948033603247
PHL,Philippines,8,202507,31,2025,7,8517,1,0,0,86.9725,86972507.0,240688.631,240.6886,361.3486,2767.4107,4.465591976732969,7.925667396672848
PHL,Philippines,8,202508,32,2025,8,8517,1,0,0,81.0984,81098412.0,234512.099,234.5121,345.8176,2891.6982,4.395663232196791,7.969599220986628
PHL,Philippines,8,202509,33,2025,9,8517,1,0,0,81.5874,81587397.0,236325.616,236.3256,345.233,2896.5945,4.401674838282632,7.9712910155870755
PHL,Philippines,8,202510,34,2025,10,8517,1,0,0,62.6875,62687455.0,182438.964,182.439,343.6078,2910.2925,4.138162065722154,7.976008870578115
PHL,Philippines,8,202511,35,2025,11,8517,1,0,0,91.1262,91126194.0,262007.301,262.0073,347.8002,2875.2137,4.512245358966395,7.963882280903864
PHL,Philippines,8,202512,36,2025,12,8517,1,0,0,91.1347,91134652.0,260635.629,260.6356,349.6631,2859.8945,4.512338631851651,7.958540015021627
THA,Thailand,9,202301,1,2023,1,8517,0,0,0,480.1795,480179493.0,1311901.073,1311.9011,366.0181,2732.1055,6.17415999233028,7.91282783634333
THA,Thailand,9,202302,2,2023,2,8517,0,0,0,347.7057,347705704.0,1273194.157,1273.1942,273.0972,3661.7006,5.851356432322068,8.205682963290183
THA,Thailand,9,202303,3,2023,3,8517,0,0,0,474.1313,474131270.0,1369440.062,1369.4401,346.2227,2888.314,6.161484287555901,7.968428219864272
THA,Thailand,9,202304,4,2023,4,8517,0,0,0,503.0996,503099650.0,978727.094,978.7271,514.0347,1945.3943,6.220788162426394,7.573219960442356
THA,Thailand,9,202305,5,2023,5,8517,0,0,0,394.6745,394674521.0,780009.966,780.01,505.9865,1976.3374,5.978061374551846,7.589000612719718
THA,Thailand,9,202306,6,2023,6,8517,0,0,0,543.3541,543354144.0,989848.694,989.8487,548.9265,1821.7378,6.297761225261196,7.50754615967055
THA,Thailand,9,202307,7,2023,7,8517,0,0,0,451.9683,451968289.0,753424.787,753.4248,599.8851,1666.9859,6.113612044629453,7.418772424406684
THA,Thailand,9,202308,8,2023,8,8517,0,0,0,487.44,487440049.0,907290.009,907.29,537.2483,1861.3368,6.1891672059402385,7.529050218236548
THA,Thailand,9,202309,9,2023,9,8517,0,0,0,525.8177,525817736.0,1125258.205,1125.2582,467.2863,2140.0158,6.264954574718925,7.668568491166212
THA,Thailand,9,202310,10,2023,10,8517,0,0,0,643.4449,643444944.0,897000.283,897.0003,717.3297,1394.0592,6.466836397884484,7.239975058137536
THA,Thailand,9,202311,11,2023,11,8517,0,0,0,596.0221,596022056.0,959373.595,959.3736,621.2617,1609.6276,6.390277746914796,7.383758126875706
THA,Thailand,9,202312,12,2023,12,8517,0,0,0,623.3614,623361445.0,832344.284,832.3443,748.9226,1335.2516,6.4351264469048175,7.196875017496638
THA,Thailand,9,202401,13,2024,1,8517,0,0,0,586.0803,586080305.0,674004.11,674.0041,869.55,1150.0201,6.373456810905885,7.047534699465422
THA,Thailand,9,202402,14,2024,2,8517,0,0,0,447.9862,447986162.0,1009058.855,1009.0589,443.9644,2252.4329,6.104762428369117,7.7197661999155915
THA,Thailand,9,202403,15,2024,3,8517,0,0,0,605.0733,605073301.0,1069307.607,1069.3076,565.8552,1767.2365,6.405349607716715,7.47717230603476
THA,Thailand,9,202404,16,2024,4,8517,0,0,0,652.128,652127982.0,866560.758,866.5608,752.5473,1328.82,6.480240861677001,7.192046609359809
THA,Thailand,9,202405,17,2024,5,8517,0,0,0,666.0922,666092186.0,1049009.127,1049.0091,634.9727,1574.8708,6.501428099397112,7.361928516148914
THA,Thailand,9,202406,18,2024,6,8517,0,0,0,793.5766,793576567.0,1191457.82,1191.4578,666.0551,1501.3772,6.676550069648849,7.314138099197034
THA,Thailand,9,202407,19,2024,7,8517,0,0,0,871.2507,871250662.0,1259633.08,1259.6331,691.6702,1445.7757,6.769929765517739,7.276401273121038
THA,Thailand,9,202408,20,2024,8,8517,0,0,0,685.9839,685983897.0,1456614.97,1456.615,470.9439,2123.3953,6.53085415806272,7.660771643145734
THA,Thailand,9,202409,21,2024,9,8517,0,0,0,866.4395,866439508.0,1545389.032,1545.389,560.6611,1783.6087,6.764392285598607,7.486393950516711
THA,Thailand,9,202410,22,2024,10,8517,0,0,0,1017.0796,1017079625.0,1367264.779,1367.2648,743.8791,1344.3046,6.924690662405531,7.203632132309593
THA,Thailand,9,202411,23,2024,11,8517,0,0,0,674.8247,674824725.0,1446728.988,1446.729,466.4486,2143.859,6.51445295343998,7.670362755102712
THA,Thailand,9,202412,24,2024,12,8517,0,0,0,910.602,910602019.0,1355571.283,1355.5713,671.7478,1488.654,6.814105919252322,7.305627634963147
THA,Thailand,9,202501,25,2025,1,8517,0,0,0,1022.5792,1022579249.0,1311590.967,1311.591,779.648,1282.6302,6.930083342130016,7.156668092359907
THA,Thailand,9,202502,26,2025,2,8517,0,0,0,747.8444,747844418.0,1335848.352,1335.8484,559.8273,1786.2651,6.617194934944653,7.487882182672307
THA,Thailand,9,202503,27,2025,3,8517,0,0,0,1301.8129,1301812860.0,1657676.786,1657.6768,785.3237,1273.3602,7.171513110445465,7.14941451218636
THA,Thailand,9,202504,28,2025,4,8517,1,0,0,1313.5481,1313548055.0,1976703.064,1976.7031,664.5146,1504.8578,7.180487228173419,7.316453687669148
THA,Thailand,9,202505,29,2025,5,8517,1,0,0,1445.1889,1445188858.0,1994637.19,1994.6372,724.5372,1380.1913,7.275995318646149,7.2299773917323495
THA,Thailand,9,202506,30,2025,6,8517,1,0,0,1537.0286,1537028568.0,3434031.783,3434.0318,447.5872,2234.2016,7.337606351042768,7.711639217276497
THA,Thailand,9,202507,31,2025,7,8517,1,0,0,1759.13,1759129986.0,4759371.526,4759.3715,369.6139,2705.5258,7.47257464763487,7.903051553167427
THA,Thailand,9,202508,32,2025,8,8517,1,0,0,1412.5695,1412569492.0,4057187.614,4057.1876,348.1647,2872.2039,7.2531656653499645,7.9628349234697575
THA,Thailand,9,202509,33,2025,9,8517,1,0,0,1753.3213,1753321339.0,5008008.347,5008.0083,350.1035,2856.2981,7.469267153922224,7.957281694763301
THA,Thailand,9,202510,34,2025,10,8517,1,0,0,2158.4744,2158474393.0,6161331.832,6161.3318,350.3259,2854.4846,7.6771569548371765,7.956646580399394
THA,Thailand,9,202511,35,2025,11,8517,1,0,0,1859.3714,1859371412.0,5314237.462,5314.2375,349.8849,2858.0828,7.527993752597666,7.95790632937876
THA,Thailand,9,202512,36,2025,12,8517,1,0,0,2242.8995,2242899515.0,6398395.466,6398.3955,350.5409,2852.7339,7.7155247274530785,7.9560330766217096
TWN,Taiwan,10,202301,1,2023,1,8517,0,0,0,562.7168,562716787.0,2912554.157,2912.5542,193.2039,5175.8792,6.332776482044732,8.551764497423074
TWN,Taiwan,10,202302,2,2023,2,8517,0,0,0,555.7228,555722797.0,3142011.874,3142.0119,176.8685,5653.9193,6.320269608776569,8.64010426507067
TWN,Taiwan,10,202303,3,2023,3,8517,0,0,0,581.1647,581164715.0,3194265.388,3194.2654,181.94,5496.3169,6.365034193444164,8.611833492356354
TWN,Taiwan,10,202304,4,2023,4,8517,0,0,0,565.1631,565163060.0,2750801.02,2750.801,205.454,4867.2693,6.337114362054904,8.490288340129293
TWN,Taiwan,10,202305,5,2023,5,8517,0,0,0,617.0894,617089369.0,3157464.783,3157.4648,195.4382,5116.7056,6.425013908060711,8.540266073438806
TWN,Taiwan,10,202306,6,2023,6,8517,0,0,0,594.5336,594533577.0,2937891.075,2937.8911,202.3675,4941.5055,6.387777232616172,8.50542532083798
TWN,Taiwan,10,202307,7,2023,7,8517,0,0,0,539.0525,539052539.0,2478093.113,2478.0931,217.5272,4597.1276,6.289812968763075,8.433186952653982
TWN,Taiwan,10,202308,8,2023,8,8517,0,0,0,781.2378,781237780.0,3782697.206,3782.6972,206.5293,4841.928,6.66087958492868,8.48506826749897
TWN,Taiwan,10,202309,9,2023,9,8517,0,0,0,641.4834,641483362.0,2833800.545,2833.8005,226.3686,4417.5742,6.4637833068697494,8.393346000883573
TWN,Taiwan,10,202310,10,2023,10,8517,0,0,0,701.3087,701308748.0,3158161.003,3158.161,222.0624,4503.2394,6.552948160998499,8.412552283445349
TWN,Taiwan,10,202311,11,2023,11,8517,0,0,0,665.2792,665279181.0,2885646.057,2885.6461,230.5477,4337.4963,6.500206802167723,8.375052571228814
TWN,Taiwan,10,202312,12,2023,12,8517,0,0,0,828.1906,828190639.0,3701461.039,3701.461,223.747,4469.3348,6.719243321131577,8.404994862215991
TWN,Taiwan,10,202401,13,2024,1,8517,0,0,0,633.666,633665958.0,2536292.425,2536.2924,249.8395,4002.5698,6.451522001741912,8.294691883819372
TWN,Taiwan,10,202402,14,2024,2,8517,0,0,0,584.1758,584175797.0,2460351.434,2460.3514,237.4359,4211.6627,6.3702019649258315,8.345612789325486
TWN,Taiwan,10,202403,15,2024,3,8517,0,0,0,591.7511,591751061.0,2306051.745,2306.0517,256.6079,3896.9961,6.383086107285479,8.267961304568386
TWN,Taiwan,10,202404,16,2024,4,8517,0,0,0,541.1669,541166864.0,2003789.581,2003.7896,270.0717,3702.7201,6.293727734041929,8.216822990695146
TWN,Taiwan,10,202405,17,2024,5,8517,0,0,0,510.0761,510076125.0,2146189.35,2146.1894,237.6659,4207.5866,6.234559930273093,8.344644508146672
TWN,Taiwan,10,202406,18,2024,6,8517,0,0,0,575.1882,575188215.0,2272512.956,2272.513,253.1067,3950.9033,6.354697291592793,8.281699515295376
TWN,Taiwan,10,202407,19,2024,7,8517,0,0,0,643.2305,643230459.0,2396903.772,2396.9038,268.3589,3726.3528,6.466503135894733,8.223185232669437
TWN,Taiwan,10,202408,20,2024,8,8517,0,0,0,639.903,639903049.0,2471504.097,2471.5041,258.9124,3862.3105,6.461316602366961,8.259020858513773
TWN,Taiwan,10,202409,21,2024,9,8517,0,0,0,581.8994,581899430.0,2546202.397,2546.2024,228.5362,4375.6746,6.366297580557092,8.383815981190713
TWN,Taiwan,10,202410,22,2024,10,8517,0,0,0,621.7986,621798611.0,1838139.747,1838.1397,338.276,2956.1658,6.432616246094296,7.9916483698050245
TWN,Taiwan,10,202411,23,2024,11,8517,0,0,0,632.0258,632025788.0,2178192.109,2178.1921,290.1607,3446.3658,6.44893021609844,8.145075563514503
TWN,Taiwan,10,202412,24,2024,12,8517,0,0,0,729.2366,729236647.0,2294015.04,2294.015,317.8866,3145.7761,6.591998233536155,8.053815911346186
TWN,Taiwan,10,202501,25,2025,1,8517,0,0,0,606.5162,606516246.0,1932579.015,1932.579,313.8377,3186.3601,6.407731438662172,8.066634509820668
TWN,Taiwan,10,202502,26,2025,2,8517,0,0,0,514.4987,514498655.0,1966049.756,1966.0498,261.6916,3821.292,6.243193028545936,8.248343864312453
TWN,Taiwan,10,202503,27,2025,3,8517,0,0,0,620.3748,620374789.0,2095497.655,2095.4977,296.0513,3377.793,6.430323811521899,8.124977816626886
TWN,Taiwan,10,202504,28,2025,4,8517,1,0,0,660.347,660346968.0,2165693.808,2165.6938,304.9124,3279.63,6.492765454434139,8.095485890137192
